phrase|type
decid cours|roberts
decid decid|roberts
decid enter|roberts
decid entitl|roberts
decid except|roberts
decid improp|roberts
decid inform|roberts
decid major|roberts
decid matter|roberts
decid may|roberts
decid negat|roberts
decid order|roberts
decid point|roberts
decid presid|roberts
decid princip|roberts
decid question|roberts
decid remark|roberts
decid shall|roberts
decid societi|roberts
decid till|roberts
decid twothird|roberts
decid undebat|roberts
decid upon|roberts
decid way|roberts
decid whether|roberts
decid without|roberts
decis amend|roberts
decis appeal|roberts
decis civil|roberts
decis cours|roberts
decis highest|roberts
decis hous|roberts
decis howev|roberts
decis laid|roberts
decis motion|roberts
decis open|roberts
decis question|roberts
decis say|roberts
declar committe|roberts
declar offic|roberts
declar result|roberts
declar will|roberts
declin appoint|roberts
declin call|roberts
decorum 34|roberts
decorum 3437|roberts
decorum 36|roberts
decorum continu|roberts
decorum debat|roberts
decorum decid|roberts
decre parti|roberts
deem irrelev|roberts
defac way|roberts
defeat amend|roberts
defeat measur|roberts
defer action|roberts
defer till|roberts
defin ordinari|roberts
defin take|roberts
definit 15|roberts
definit action|roberts
definit addit|roberts
definit indefinit|roberts
definit introduct|roberts
definit law|roberts
definit purpos|roberts
definit time|roberts
definit various|roberts
delay action|roberts
delay also|roberts
delay chair|roberts
delay extend|roberts
delay incid|roberts
delay notifi|roberts
delay short|roberts
deleg 106|roberts
deleg 47|roberts
deleg bodi|roberts
deleg member|roberts
deleg organ|roberts
delib assembl|roberts
delib bodi|roberts
delib charact|roberts
deliber investig|roberts
deliber sens|roberts
deliber upon|roberts
deliber view|roberts
delic natur|roberts
delic troublesom|roberts
delicaci prevent|roberts
deliv clerk|roberts
deliv formal|roberts
demand member|roberts
demand one|roberts
demand previous|roberts
demand put|roberts
demand singl|roberts
deni assembl|roberts
denomin recogn|roberts
denomin will|roberts
denot assembl|roberts
depend upon|roberts
deposit pay|roberts
depriv larg|roberts
depriv right|roberts
depriv societi|roberts
describ 46|roberts
describ 47|roberts
describ 51|roberts
describ 53|roberts
describ ad|roberts
describ case|roberts
describ chairman|roberts
describ elect|roberts
describ larg|roberts
describ occasion|roberts
describ offic|roberts
describ rule|roberts
describ say|roberts
describ usual|roberts
design b|roberts
design particular|roberts
design titl|roberts
desir allow|roberts
desir assembl|roberts
desir close|roberts
desir consid|roberts
desir defer|roberts
desir dispos|roberts
desir either|roberts
desir first|roberts
desir form|roberts
desir hold|roberts
desir immedi|roberts
desir keep|roberts
desir lay|roberts
desir limit|roberts
desir major|roberts
desir modifi|roberts
desir motion|roberts
desir occasion|roberts
desir page|roberts
desir specifi|roberts
desir take|roberts
desir transact|roberts
desir vari|roberts
desk near|roberts
desk resolut|roberts
destroy continu|roberts
detail bylaw|roberts
detail contain|roberts
detail date|roberts
detail member|roberts
detail order|roberts
detail practic|roberts
detail rule|roberts
detail sourc|roberts
detail thus|roberts
detect may|roberts
determin common|roberts
determin examin|roberts
determin general|roberts
determin parliamentari|roberts
determin question|roberts
dictat next|roberts
differ committe|roberts
differ divis|roberts
differ membership|roberts
differ motion|roberts
differ object|roberts
differ one|roberts
differ opinion|roberts
differ paragraph|roberts
differ parliament|roberts
differ part|roberts
differ plan|roberts
differ proposit|roberts
differ purpos|roberts
differ question|roberts
differ societi|roberts
differ thus|roberts
differ time|roberts
difficult amend|roberts
difficulti alway|roberts
difficulti attend|roberts
difficulti decid|roberts
difficulti preserv|roberts
digest need|roberts
digest page|roberts
digest rule|roberts
diminish chanc|roberts
diminish shown|roberts
direct abstain|roberts
direct bear|roberts
direct conflict|roberts
direct make|roberts
direct read|roberts
direct speaker|roberts
direct vote|roberts
director elect|roberts
director etc|roberts
disadvantag rule|roberts
disburs offic|roberts
disburs shall|roberts
discharg without|roberts
disciplin stand|roberts
disciplin whenev|roberts
discuss 15|roberts
discuss 3|roberts
discuss 7|roberts
discuss allow|roberts
discuss amend|roberts
discuss brought|roberts
discuss continu|roberts
discuss decid|roberts
discuss entir|roberts
discuss follow|roberts
discuss form|roberts
discuss introduct|roberts
discuss may|roberts
discuss member|roberts
discuss messr|roberts
discuss notwithstand|roberts
discuss ordinari|roberts
discuss preliminari|roberts
discuss question|roberts
discuss right|roberts
discuss shall|roberts
discuss short|roberts
discuss subject|roberts
discuss vote|roberts
dismiss introduc|roberts
dismiss previous|roberts
dismiss session|roberts
disord chairman|roberts
disord conduct|roberts
disord e|roberts
disord word|roberts
dispens form|roberts
dispens member|roberts
dispens page|roberts
dispens time|roberts
dispens without|roberts
dispos appropri|roberts
dispos call|roberts
dispos caus|roberts
dispos clerk|roberts
dispos congress|roberts
dispos debat|roberts
dispos least|roberts
dispos order|roberts
dispos present|roberts
dispos reconsider|roberts
dispos retain|roberts
dispos see|roberts
dispos vote|roberts
dispos way|roberts
dissolv can|roberts
dissolv quorum|roberts
dissolv without|roberts
distinct announc|roberts
distinct debat|roberts
distinct everi|roberts
distinct evid|roberts
distinct meet|roberts
distinct one|roberts
distinct part|roberts
distinct put|roberts
distinct rule|roberts
distinct session|roberts
distinguish writer|roberts
distribut slip|roberts
disturb occur|roberts
divest previous|roberts
divid 20|roberts
divid 4|roberts
divid differ|roberts
divid friend|roberts
divid motion|roberts
divid one|roberts
divid parti|roberts
divid question|roberts
divid resourc|roberts
divid specifi|roberts
divid two|roberts
divis assembl|roberts
divis call|roberts
divis except|roberts
divis page|roberts
divis see|roberts
do committe|roberts
document read|roberts
dollar cent|roberts
dollar sixtythre|roberts
done adjournthough|roberts
done articl|roberts
done assembl|roberts
done form|roberts
done general|roberts
done immedi|roberts
done mean|roberts
done much|roberts
done noth|roberts
done prepar|roberts
done report|roberts
done resolut|roberts
done result|roberts
done rule|roberts
done said|roberts
done societi|roberts
done twothird|roberts
doubt case|roberts
doubt contest|roberts
doubt entitl|roberts
doubt vote|roberts
doubtless best|roberts
doubtless find|roberts
dr m|roberts
draft constitut|roberts
draft previous|roberts
draft read|roberts
draft resolut|roberts
drawn congress|roberts
drift discuss|roberts
due 875|roberts
due member|roberts
duti 4|roberts
duti 40|roberts
duti 41|roberts
duti 52|roberts
duti also|roberts
duti assembl|roberts
duti audit|roberts
duti call|roberts
duti chairman|roberts
duti clerk|roberts
duti committe|roberts
duti financi|roberts
duti general|roberts
duti member|roberts
duti presid|roberts
duti receiv|roberts
duti report|roberts
duti secretari|roberts
e appeal|roberts
e divid|roberts
e f|roberts
e whether|roberts
earlier stage|roberts
easi refer|roberts
easili attain|roberts
easili reach|roberts
easili seen|roberts
ecclesiast bodi|roberts
ecclesiast court|roberts
ecclesiast delib|roberts
ecclesiast tribun|roberts
educ system|roberts
effect adjourn|roberts
effect affirm|roberts
effect alway|roberts
effect bring|roberts
effect carri|roberts
effect case|roberts
effect certain|roberts
effect entir|roberts
effect etc|roberts
effect extend|roberts
effect instead|roberts
effect last|roberts
effect lay|roberts
effect make|roberts
effect mere|roberts
effect motion|roberts
effect move|roberts
effect name|roberts
effect negat|roberts
effect never|roberts
effect one|roberts
effect page|roberts
effect place|roberts
effect reconsider|roberts
effect requir|roberts
effect shall|roberts
effect suppress|roberts
effect sustain|roberts
effect termin|roberts
effect upon|roberts
eight class|roberts
either 1|roberts
either ad|roberts
either adopt|roberts
either amend|roberts
either board|roberts
either case|roberts
either chair|roberts
either chairman|roberts
either common|roberts
either definit|roberts
either direct|roberts
either entir|roberts
either futur|roberts
either hous|roberts
either member|roberts
either number|roberts
either parti|roberts
either rule|roberts
either stand|roberts
either take|roberts
either togeth|roberts
either two|roberts
eject one|roberts
eject parti|roberts
eject person|roberts
elaps everi|roberts
elect 26|roberts
elect 46a|roberts
elect announc|roberts
elect anoth|roberts
elect appoint|roberts
elect ballot|roberts
elect bodi|roberts
elect c|roberts
elect chairman|roberts
elect committe|roberts
elect definit|roberts
elect duti|roberts
elect hold|roberts
elect hour|roberts
elect instant|roberts
elect larg|roberts
elect major|roberts
elect mr|roberts
elect one|roberts
elect organ|roberts
elect perman|roberts
elect replac|roberts
els can|roberts
els chairman|roberts
els debat|roberts
els move|roberts
els previous|roberts
els say|roberts
els second|roberts
enabl accomplish|roberts
enabl assembl|roberts
enabl call|roberts
enabl major|roberts
enabl one|roberts
enabl page|roberts
enabl peopl|roberts
enabl societi|roberts
end 12th|roberts
end 35|roberts
end adjourn|roberts
end appoint|roberts
end ask|roberts
end bodi|roberts
end busi|roberts
end contain|roberts
end inform|roberts
end page|roberts
end section|roberts
end unfinish|roberts
endors bodi|roberts
endors report|roberts
enemi measur|roberts
enforc abridg|roberts
enforc case|roberts
enforc chairman|roberts
enforc law|roberts
enforc occas|roberts
enforc order|roberts
enforc rule|roberts
engag page|roberts
england custom|roberts
england determin|roberts
england instanc|roberts
english common|roberts
english custom|roberts
english parliament|roberts
english parliamentari|roberts
english previous|roberts
english use|roberts
enough summari|roberts
enter can|roberts
enter everi|roberts
enter full|roberts
enter minut|roberts
enter number|roberts
enter page|roberts
enter record|roberts
entir address|roberts
entir assembl|roberts
entir case|roberts
entir clerk|roberts
entir committe|roberts
entir differ|roberts
entir ground|roberts
entir merit|roberts
entir order|roberts
entir question|roberts
entir read|roberts
entir remov|roberts
entir report|roberts
entir resolut|roberts
entir state|roberts
entir subject|roberts
entir supersed|roberts
entitl church|roberts
entitl close|roberts
entitl floor|roberts
entitl recogn|roberts
entitl taken|roberts
entitl vote|roberts
entranc regular|roberts
entri must|roberts
equal adjourn|roberts
equal notic|roberts
equival adopt|roberts
equival consid|roberts
equival effect|roberts
equival follow|roberts
equival motion|roberts
equival resolut|roberts
error act|roberts
error minut|roberts
error move|roberts
error quick|roberts
error report|roberts
especi chairman|roberts
especi littl|roberts
especi proceed|roberts
especi provid|roberts
essay subject|roberts
essenti follow|roberts
essenti leav|roberts
essenti twothird|roberts
establish custom|roberts
establish ignor|roberts
establish order|roberts
establish rule|roberts
establish supersed|roberts
estat incorpor|roberts
etc 6|roberts
etc 69|roberts
etc accord|roberts
etc ad|roberts
etc adopt|roberts
etc come|roberts
etc committe|roberts
etc common|roberts
etc continu|roberts
etc debat|roberts
etc direct|roberts
etc even|roberts
etc explain|roberts
etc foot|roberts
etc introduct|roberts
etc let|roberts
etc major|roberts
etc member|roberts
etc motion|roberts
etc occur|roberts
etc order|roberts
etc page|roberts
etc report|roberts
etc requir|roberts
etc specifi|roberts
etc state|roberts
etc take|roberts
etc titl|roberts
etc usual|roberts
even anoth|roberts
even appear|roberts
even arrest|roberts
even assembl|roberts
even congress|roberts
even day|roberts
even expel|roberts
